Anno,Mese,Cerchia,Incidenti,Morti,Feriti,month_start
2019,3,Dalla Nuova Circonvallazione ai confini del Comune,437,0,557,2019-03-01
2019,3,Dalle Mura Spagnole alla Nuova Circonvallazione,233,1,277,2019-03-01
2019,3,Entro la Cerchia dei Navigli,23,0,28,2019-03-01
2019,3,Senza indicazioni,27,1,30,2019-03-01
2019,4,Dalla Cerchia dei Navigli alle Mura Spagnole,52,0,67,2019-04-01
2019,4,Dalla Nuova Circonvallazione ai confini del Comune,394,3,524,2019-04-01
2019,4,Dalle Mura Spagnole alla Nuova Circonvallazione,197,0,248,2019-04-01
2019,4,Entro la Cerchia dei Navigli,25,1,27,2019-04-01
2019,4,Senza indicazioni,34,0,42,2019-04-01
2019,5,Dalla Cerchia dei Navigli alle Mura Spagnole,43,0,49,2019-05-01
2019,5,Dalla Nuova Circonvallazione ai confini del Comune,473,2,611,2019-05-01
2019,5,Dalle Mura Spagnole alla Nuova Circonvallazione,198,1,264,2019-05-01
2019,5,Entro la Cerchia dei Navigli,18,0,23,2019-05-01
2019,5,Senza indicazioni,33,0,43,2019-05-01
2019,6,Dalla Cerchia dei Navigli alle Mura Spagnole,41,1,52,2019-06-01
2019,6,Dalla Nuova Circonvallazione ai confini del Comune,418,1,551,2019-06-01
2019,6,Dalle Mura Spagnole alla Nuova Circonvallazione,204,0,278,2019-06-01
2019,6,Entro la Cerchia dei Navigli,15,0,22,2019-06-01
2019,6,Senza indicazioni,31,1,43,2019-06-01
2019,7,Dalla Cerchia dei Navigli alle Mura Spagnole,38,0,43,2019-07-01
2019,7,Dalla Nuova Circonvallazione ai confini del Comune,415,4,551,2019-07-01
2019,7,Dalle Mura Spagnole alla Nuova Circonvallazione,195,1,239,2019-07-01
2019,7,Entro la Cerchia dei Navigli,15,0,18,2019-07-01
2019,7,Senza indicazioni,40,0,58,2019-07-01
2019,8,Dalla Cerchia dei Navigli alle Mura Spagnole,16,0,17,2019-08-01
2019,8,Dalla Nuova Circonvallazione ai confini del Comune,228,1,289,2019-08-01
2019,8,Dalle Mura Spagnole alla Nuova Circonvallazione,98,1,128,2019-08-01
2019,8,Entro la Cerchia dei Navigli,11,0,13,2019-08-01
2019,8,Senza indicazioni,10,0,12,2019-08-01
2019,9,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,44,2019-09-01
2019,9,Dalla Nuova Circonvallazione ai confini del Comune,399,0,544,2019-09-01
2019,9,Dalle Mura Spagnole alla Nuova Circonvallazione,202,0,256,2019-09-01
2019,9,Entro la Cerchia dei Navigli,20,0,28,2019-09-01
2019,9,Senza indicazioni,28,0,36,2019-09-01
2019,10,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,52,2019-10-01
2019,10,Dalla Nuova Circonvallazione ai confini del Comune,464,1,597,2019-10-01
2019,10,Dalle Mura Spagnole alla Nuova Circonvallazione,229,1,301,2019-10-01
2019,10,Entro la Cerchia dei Navigli,29,0,32,2019-10-01
2019,10,Senza indicazioni,35,0,48,2019-10-01
2019,11,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,39,2019-11-01
2019,11,Dalla Nuova Circonvallazione ai confini del Comune,432,5,554,2019-11-01
2019,11,Dalle Mura Spagnole alla Nuova Circonvallazione,222,0,267,2019-11-01
2019,11,Entro la Cerchia dei Navigli,16,0,18,2019-11-01
2019,11,Senza indicazioni,48,0,61,2019-11-01
2019,12,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,49,2019-12-01
2019,12,Dalla Nuova Circonvallazione ai confini del Comune,344,3,482,2019-12-01
2019,12,Dalle Mura Spagnole alla Nuova Circonvallazione,190,0,232,2019-12-01
2019,12,Entro la Cerchia dei Navigli,27,0,29,2019-12-01
2019,12,Senza indicazioni,37,0,52,2019-12-01
2020,1,Dalla Cerchia dei Navigli alle Mura Spagnole,23,0,29,2020-01-01
2020,1,Dalla Nuova Circonvallazione ai confini del Comune,321,3,409,2020-01-01
2020,1,Dalle Mura Spagnole alla Nuova Circonvallazione,155,1,198,2020-01-01
2020,1,Entro la Cerchia dei Navigli,15,0,16,2020-01-01
2020,1,Senza indicazioni,21,0,26,2020-01-01
2020,2,Dalla Cerchia dei Navigli alle Mura Spagnole,30,0,34,2020-02-01
2020,2,Dalla Nuova Circonvallazione ai confini del Comune,289,1,361,2020-02-01
2020,2,Dalle Mura Spagnole alla Nuova Circonvallazione,166,3,204,2020-02-01
2020,2,Entro la Cerchia dei Navigli,19,0,22,2020-02-01
2020,2,Senza indicazioni,28,0,39,2020-02-01
2020,3,Dalla Cerchia dei Navigli alle Mura Spagnole,6,0,6,2020-03-01
2020,3,Dalla Nuova Circonvallazione ai confini del Comune,134,2,179,2020-03-01
2020,3,Dalle Mura Spagnole alla Nuova Circonvallazione,45,0,54,2020-03-01
2020,3,Entro la Cerchia dei Navigli,4,0,4,2020-03-01
2020,3,Senza indicazioni,10,1,13,2020-03-01
2020,4,Dalla Cerchia dei Navigli alle Mura Spagnole,2,0,4,2020-04-01
2020,4,Dalla Nuova Circonvallazione ai confini del Comune,61,0,73,2020-04-01
2020,4,Dalle Mura Spagnole alla Nuova Circonvallazione,16,0,19,2020-04-01
2020,4,Entro la Cerchia dei Navigli,1,0,1,2020-04-01
2020,4,Senza indicazioni,7,0,10,2020-04-01
2020,5,Dalla Cerchia dei Navigli alle Mura Spagnole,17,0,18,2020-05-01
2020,5,Dalla Nuova Circonvallazione ai confini del Comune,188,2,232,2020-05-01
2020,5,Dalle Mura Spagnole alla Nuova Circonvallazione,100,0,127,2020-05-01
2020,5,Entro la Cerchia dei Navigli,9,0,10,2020-05-01
2020,5,Senza indicazioni,24,0,26,2020-05-01
2020,6,Dalla Cerchia dei Navigli alle Mura Spagnole,28,0,33,2020-06-01
2020,6,Dalla Nuova Circonvallazione ai confini del Comune,295,2,344,2020-06-01
2020,6,Dalle Mura Spagnole alla Nuova Circonvallazione,152,1,181,2020-06-01
2020,6,Entro la Cerchia dei Navigli,8,0,10,2020-06-01
2020,6,Senza indicazioni,30,0,40,2020-06-01
2020,7,Dalla Cerchia dei Navigli alle Mura Spagnole,31,0,38,2020-07-01
2020,7,Dalla Nuova Circonvallazione ai confini del Comune,350,1,427,2020-07-01
2020,7,Dalle Mura Spagnole alla Nuova Circonvallazione,158,1,205,2020-07-01
2020,7,Entro la Cerchia dei Navigli,11,0,12,2020-07-01
2020,7,Senza indicazioni,31,0,34,2020-07-01
2020,8,Dalla Cerchia dei Navigli alle Mura Spagnole,15,0,18,2020-08-01
2020,8,Dalla Nuova Circonvallazione ai confini del Comune,249,1,321,2020-08-01
2020,8,Dalle Mura Spagnole alla Nuova Circonvallazione,67,0,88,2020-08-01
2020,8,Entro la Cerchia dei Navigli,8,0,9,2020-08-01
2020,8,Senza indicazioni,18,0,28,2020-08-01
2020,9,Dalla Cerchia dei Navigli alle Mura Spagnole,36,0,42,2020-09-01
2020,9,Dalla Nuova Circonvallazione ai confini del Comune,404,1,527,2020-09-01
2020,9,Dalle Mura Spagnole alla Nuova Circonvallazione,207,0,245,2020-09-01
2020,9,Entro la Cerchia dei Navigli,15,0,17,2020-09-01
2020,9,Senza indicazioni,25,0,29,2020-09-01
2020,10,Dalla Cerchia dei Navigli alle Mura Spagnole,34,0,35,2020-10-01
2020,10,Dalla Nuova Circonvallazione ai confini del Comune,377,1,469,2020-10-01
2020,10,Dalle Mura Spagnole alla Nuova Circonvallazione,186,1,219,2020-10-01
2020,10,Entro la Cerchia dei Navigli,23,0,28,2020-10-01
2020,10,Senza indicazioni,31,1,37,2020-10-01
2020,11,Dalla Cerchia dei Navigli alle Mura Spagnole,17,0,18,2020-11-01
2020,11,Dalla Nuova Circonvallazione ai confini del Comune,218,0,270,2020-11-01
2020,11,Dalle Mura Spagnole alla Nuova Circonvallazione,111,1,129,2020-11-01
2020,11,Entro la Cerchia dei Navigli,7,0,9,2020-11-01
2020,11,Senza indicazioni,9,0,10,2020-11-01
2020,12,Dalla Cerchia dei Navigli alle Mura Spagnole,16,0,20,2020-12-01
2020,12,Dalla Nuova Circonvallazione ai confini del Comune,240,5,291,2020-12-01
2020,12,Dalle Mura Spagnole alla Nuova Circonvallazione,115,0,138,2020-12-01
2020,12,Entro la Cerchia dei Navigli,16,0,19,2020-12-01
2020,12,Senza indicazioni,25,0,27,2020-12-01
2021,1,Dalla Cerchia dei Navigli alle Mura Spagnole,21,0,21,2021-01-01
2021,1,Dalla Nuova Circonvallazione ai confini del Comune,216,1,269,2021-01-01
2021,1,Dalle Mura Spagnole alla Nuova Circonvallazione,89,0,107,2021-01-01
2021,1,Entro la Cerchia dei Navigli,8,0,9,2021-01-01
2021,1,Senza indicazioni,19,0,24,2021-01-01
2021,2,Dalla Cerchia dei Navigli alle Mura Spagnole,27,0,32,2021-02-01
2021,2,Dalla Nuova Circonvallazione ai confini del Comune,268,0,328,2021-02-01
2021,2,Dalle Mura Spagnole alla Nuova Circonvallazione,136,0,173,2021-02-01
2021,2,Entro la Cerchia dei Navigli,12,0,16,2021-02-01
2021,2,Senza indicazioni,20,0,22,2021-02-01
2021,3,Dalla Cerchia dei Navigli alle Mura Spagnole,32,0,34,2021-03-01
2021,3,Dalla Nuova Circonvallazione ai confini del Comune,287,3,353,2021-03-01
2021,3,Dalle Mura Spagnole alla Nuova Circonvallazione,124,0,146,2021-03-01
2021,3,Entro la Cerchia dei Navigli,7,0,7,2021-03-01
2021,3,Senza indicazioni,33,0,36,2021-03-01
2021,4,Dalla Cerchia dei Navigli alle Mura Spagnole,21,0,22,2021-04-01
2021,4,Dalla Nuova Circonvallazione ai confini del Comune,305,0,368,2021-04-01
2021,4,Dalle Mura Spagnole alla Nuova Circonvallazione,151,0,182,2021-04-01
2021,4,Entro la Cerchia dei Navigli,26,0,29,2021-04-01
2021,4,Senza indicazioni,26,0,32,2021-04-01
2021,5,Dalla Cerchia dei Navigli alle Mura Spagnole,57,0,64,2021-05-01
2021,5,Dalla Nuova Circonvallazione ai confini del Comune,413,4,505,2021-05-01
2021,5,Dalle Mura Spagnole alla Nuova Circonvallazione,206,2,245,2021-05-01
2021,5,Entro la Cerchia dei Navigli,22,0,23,2021-05-01
2021,5,Senza indicazioni,35,0,49,2021-05-01
2021,6,Dalla Cerchia dei Navigli alle Mura Spagnole,47,0,57,2021-06-01
2021,6,Dalla Nuova Circonvallazione ai confini del Comune,437,2,530,2021-06-01
2021,6,Dalle Mura Spagnole alla Nuova Circonvallazione,225,0,264,2021-06-01
2021,6,Entro la Cerchia dei Navigli,22,0,25,2021-06-01
2021,6,Senza indicazioni,30,0,34,2021-06-01
2021,7,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,41,2021-07-01
2021,7,Dalla Nuova Circonvallazione ai confini del Comune,385,0,503,2021-07-01
2021,7,Dalle Mura Spagnole alla Nuova Circonvallazione,201,0,249,2021-07-01
2021,7,Entro la Cerchia dei Navigli,15,0,19,2021-07-01
2021,7,Senza indicazioni,40,1,45,2021-07-01
2021,8,Dalla Cerchia dei Navigli alle Mura Spagnole,22,0,28,2021-08-01
2021,8,Dalla Nuova Circonvallazione ai confini del Comune,242,2,325,2021-08-01
2021,8,Dalle Mura Spagnole alla Nuova Circonvallazione,118,1,142,2021-08-01
2021,8,Entro la Cerchia dei Navigli,10,0,11,2021-08-01
2021,8,Senza indicazioni,18,0,20,2021-08-01
2021,9,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,57,2021-09-01
2021,9,Dalla Nuova Circonvallazione ai confini del Comune,432,2,559,2021-09-01
2021,9,Dalle Mura Spagnole alla Nuova Circonvallazione,238,2,311,2021-09-01
2021,9,Entro la Cerchia dei Navigli,21,0,24,2021-09-01
2021,9,Senza indicazioni,26,0,37,2021-09-01
2021,10,Dalla Cerchia dei Navigli alle Mura Spagnole,54,1,66,2021-10-01
2021,10,Dalla Nuova Circonvallazione ai confini del Comune,448,3,563,2021-10-01
2021,10,Dalle Mura Spagnole alla Nuova Circonvallazione,270,1,343,2021-10-01
2021,10,Entro la Cerchia dei Navigli,15,0,18,2021-10-01
2021,10,Senza indicazioni,41,1,46,2021-10-01
2021,11,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,50,2021-11-01
2021,11,Dalla Nuova Circonvallazione ai confini del Comune,406,2,511,2021-11-01
2021,11,Dalle Mura Spagnole alla Nuova Circonvallazione,220,1,271,2021-11-01
2021,11,Entro la Cerchia dei Navigli,17,0,22,2021-11-01
2021,11,Senza indicazioni,36,1,47,2021-11-01
2021,12,Dalla Cerchia dei Navigli alle Mura Spagnole,29,0,34,2021-12-01
2021,12,Dalla Nuova Circonvallazione ai confini del Comune,334,1,421,2021-12-01
2021,12,Dalle Mura Spagnole alla Nuova Circonvallazione,165,0,203,2021-12-01
2021,12,Entro la Cerchia dei Navigli,8,0,9,2021-12-01
2021,12,Senza indicazioni,29,0,37,2021-12-01
2022,1,Dalla Cerchia dei Navigli alle Mura Spagnole,29,0,29,2022-01-01
2022,1,Dalla Nuova Circonvallazione ai confini del Comune,307,3,408,2022-01-01
2022,1,Dalle Mura Spagnole alla Nuova Circonvallazione,149,0,201,2022-01-01
2022,1,Entro la Cerchia dei Navigli,11,0,13,2022-01-01
2022,1,Senza indicazioni,25,0,30,2022-01-01
2022,2,Dalla Cerchia dei Navigli alle Mura Spagnole,34,0,38,2022-02-01
2022,2,Dalla Nuova Circonvallazione ai confini del Comune,324,0,404,2022-02-01
2022,2,Dalle Mura Spagnole alla Nuova Circonvallazione,153,0,185,2022-02-01
2022,2,Entro la Cerchia dei Navigli,15,0,16,2022-02-01
2022,2,Senza indicazioni,36,0,44,2022-02-01
2022,3,Dalla Cerchia dei Navigli alle Mura Spagnole,39,0,45,2022-03-01
2022,3,Dalla Nuova Circonvallazione ai confini del Comune,359,3,458,2022-03-01
2022,3,Dalle Mura Spagnole alla Nuova Circonvallazione,188,3,220,2022-03-01
2022,3,Entro la Cerchia dei Navigli,10,0,11,2022-03-01
2022,3,Senza indicazioni,19,0,21,2022-03-01
2022,4,Dalla Cerchia dei Navigli alle Mura Spagnole,37,0,43,2022-04-01
2022,4,Dalla Nuova Circonvallazione ai confini del Comune,376,2,488,2022-04-01
2022,4,Dalle Mura Spagnole alla Nuova Circonvallazione,174,0,211,2022-04-01
2022,4,Entro la Cerchia dei Navigli,24,0,29,2022-04-01
2022,4,Senza indicazioni,37,0,44,2022-04-01
2022,5,Dalla Cerchia dei Navigli alle Mura Spagnole,49,0,55,2022-05-01
2022,5,Dalla Nuova Circonvallazione ai confini del Comune,438,1,574,2022-05-01
2022,5,Dalle Mura Spagnole alla Nuova Circonvallazione,222,1,287,2022-05-01
2022,5,Entro la Cerchia dei Navigli,22,0,26,2022-05-01
2022,5,Senza indicazioni,34,0,49,2022-05-01
2022,6,Dalla Cerchia dei Navigli alle Mura Spagnole,48,0,61,2022-06-01
2022,6,Dalla Nuova Circonvallazione ai confini del Comune,430,1,544,2022-06-01
2022,6,Dalle Mura Spagnole alla Nuova Circonvallazione,235,0,291,2022-06-01
2022,6,Entro la Cerchia dei Navigli,18,0,19,2022-06-01
2022,6,Senza indicazioni,29,0,38,2022-06-01
2022,7,Dalla Cerchia dei Navigli alle Mura Spagnole,34,0,42,2022-07-01
2022,7,Dalla Nuova Circonvallazione ai confini del Comune,379,3,461,2022-07-01
2022,7,Dalle Mura Spagnole alla Nuova Circonvallazione,187,0,240,2022-07-01
2022,7,Entro la Cerchia dei Navigli,12,0,13,2022-07-01
2022,7,Senza indicazioni,33,1,53,2022-07-01
2022,8,Dalla Cerchia dei Navigli alle Mura Spagnole,14,0,20,2022-08-01
2022,8,Dalla Nuova Circonvallazione ai confini del Comune,229,4,307,2022-08-01
2022,8,Dalle Mura Spagnole alla Nuova Circonvallazione,120,1,156,2022-08-01
2022,8,Entro la Cerchia dei Navigli,7,0,9,2022-08-01
2022,8,Senza indicazioni,19,0,22,2022-08-01
2022,9,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,42,2022-09-01
2022,9,Dalla Nuova Circonvallazione ai confini del Comune,405,5,519,2022-09-01
2022,9,Dalle Mura Spagnole alla Nuova Circonvallazione,224,2,270,2022-09-01
2022,9,Entro la Cerchia dei Navigli,19,0,23,2022-09-01
2022,9,Senza indicazioni,36,0,44,2022-09-01
2022,10,Dalla Cerchia dei Navigli alle Mura Spagnole,52,0,61,2022-10-01
2022,10,Dalla Nuova Circonvallazione ai confini del Comune,433,2,560,2022-10-01
2022,10,Dalle Mura Spagnole alla Nuova Circonvallazione,225,0,271,2022-10-01
2022,10,Entro la Cerchia dei Navigli,19,0,20,2022-10-01
2022,10,Senza indicazioni,29,0,34,2022-10-01
2022,11,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,47,2022-11-01
2022,11,Dalla Nuova Circonvallazione ai confini del Comune,394,3,491,2022-11-01
2022,11,Dalle Mura Spagnole alla Nuova Circonvallazione,208,2,260,2022-11-01
2022,11,Entro la Cerchia dei Navigli,14,0,16,2022-11-01
2022,11,Senza indicazioni,25,0,32,2022-11-01
2022,12,Dalla Cerchia dei Navigli alle Mura Spagnole,32,0,35,2022-12-01
2022,12,Dalla Nuova Circonvallazione ai confini del Comune,314,5,393,2022-12-01
2022,12,Dalle Mura Spagnole alla Nuova Circonvallazione,160,0,208,2022-12-01
2022,12,Entro la Cerchia dei Navigli,12,0,13,2022-12-01
2022,12,Senza indicazioni,24,0,31,2022-12-01
2023,1,Dalla Cerchia dei Navigli alle Mura Spagnole,31,0,34,2023-01-01
2023,1,Dalla Nuova Circonvallazione ai confini del Comune,327,2,411,2023-01-01
2023,1,Dalle Mura Spagnole alla Nuova Circonvallazione,155,0,198,2023-01-01
2023,1,Entro la Cerchia dei Navigli,20,0,21,2023-01-01
2023,1,Senza indicazioni,24,0,34,2023-01-01
2023,2,Dalla Cerchia dei Navigli alle Mura Spagnole,47,1,55,2023-02-01
2023,2,Dalla Nuova Circonvallazione ai confini del Comune,344,5,425,2023-02-01
2023,2,Dalle Mura Spagnole alla Nuova Circonvallazione,164,0,202,2023-02-01
2023,2,Entro la Cerchia dei Navigli,19,0,22,2023-02-01
2023,2,Senza indicazioni,31,0,43,2023-02-01
2023,3,Dalla Cerchia dei Navigli alle Mura Spagnole,45,0,54,2023-03-01
2023,3,Dalla Nuova Circonvallazione ai confini del Comune,392,3,486,2023-03-01
2023,3,Dalle Mura Spagnole alla Nuova Circonvallazione,192,1,260,2023-03-01
2023,3,Entro la Cerchia dei Navigli,17,0,20,2023-03-01
2023,3,Senza indicazioni,31,0,38,2023-03-01
2023,4,Dalla Cerchia dei Navigli alle Mura Spagnole,30,1,35,2023-04-01
2023,4,Dalla Nuova Circonvallazione ai confini del Comune,349,3,452,2023-04-01
2023,4,Dalle Mura Spagnole alla Nuova Circonvallazione,189,0,230,2023-04-01
2023,4,Entro la Cerchia dei Navigli,14,0,14,2023-04-01
2023,4,Senza indicazioni,24,0,30,2023-04-01
2023,5,Dalla Cerchia dei Navigli alle Mura Spagnole,54,0,69,2023-05-01
2023,5,Dalla Nuova Circonvallazione ai confini del Comune,442,2,533,2023-05-01
2023,5,Dalle Mura Spagnole alla Nuova Circonvallazione,214,0,260,2023-05-01
2023,5,Entro la Cerchia dei Navigli,18,0,21,2023-05-01
2023,5,Senza indicazioni,36,0,47,2023-05-01
2023,6,Dalla Cerchia dei Navigli alle Mura Spagnole,35,0,38,2023-06-01
2023,6,Dalla Nuova Circonvallazione ai confini del Comune,427,1,502,2023-06-01
2023,6,Dalle Mura Spagnole alla Nuova Circonvallazione,202,0,253,2023-06-01
2023,6,Entro la Cerchia dei Navigli,23,0,26,2023-06-01
2023,6,Senza indicazioni,26,0,30,2023-06-01
2023,7,Dalla Cerchia dei Navigli alle Mura Spagnole,22,0,27,2023-07-01
2023,7,Dalla Nuova Circonvallazione ai confini del Comune,314,2,380,2023-07-01
2023,7,Dalle Mura Spagnole alla Nuova Circonvallazione,173,0,219,2023-07-01
2023,7,Entro la Cerchia dei Navigli,22,0,25,2023-07-01
2023,7,Senza indicazioni,27,0,37,2023-07-01
2023,8,Dalla Cerchia dei Navigli alle Mura Spagnole,12,0,14,2023-08-01
2023,8,Dalla Nuova Circonvallazione ai confini del Comune,229,1,301,2023-08-01
2023,8,Dalle Mura Spagnole alla Nuova Circonvallazione,110,1,140,2023-08-01
2023,8,Entro la Cerchia dei Navigli,19,1,25,2023-08-01
2023,8,Senza indicazioni,21,1,23,2023-08-01
2023,9,Dalla Cerchia dei Navigli alle Mura Spagnole,33,0,38,2023-09-01
2023,9,Dalla Nuova Circonvallazione ai confini del Comune,405,7,504,2023-09-01
2023,9,Dalle Mura Spagnole alla Nuova Circonvallazione,198,0,251,2023-09-01
2023,9,Entro la Cerchia dei Navigli,21,0,24,2023-09-01
2023,9,Senza indicazioni,29,0,34,2023-09-01
2023,10,Dalla Cerchia dei Navigli alle Mura Spagnole,37,0,47,2023-10-01
2023,10,Dalla Nuova Circonvallazione ai confini del Comune,440,4,545,2023-10-01
2023,10,Dalle Mura Spagnole alla Nuova Circonvallazione,221,2,263,2023-10-01
2023,10,Entro la Cerchia dei Navigli,20,0,22,2023-10-01
2023,10,Senza indicazioni,37,0,58,2023-10-01
2023,11,Dalla Cerchia dei Navigli alle Mura Spagnole,44,0,56,2023-11-01
2023,11,Dalla Nuova Circonvallazione ai confini del Comune,392,4,482,2023-11-01
2023,11,Dalle Mura Spagnole alla Nuova Circonvallazione,208,0,251,2023-11-01
2023,11,Entro la Cerchia dei Navigli,18,0,20,2023-11-01
2023,11,Senza indicazioni,29,0,38,2023-11-01
2023,12,Dalla Cerchia dei Navigli alle Mura Spagnole,33,0,39,2023-12-01
2023,12,Dalla Nuova Circonvallazione ai confini del Comune,327,1,403,2023-12-01
2023,12,Dalle Mura Spagnole alla Nuova Circonvallazione,160,0,187,2023-12-01
2023,12,Entro la Cerchia dei Navigli,8,0,10,2023-12-01
2023,12,Senza indicazioni,27,0,36,2023-12-01
2024,1,Dalla Cerchia dei Navigli alle Mura Spagnole,25,0,30,2024-01-01
2024,1,Dalla Nuova Circonvallazione ai confini del Comune,356,1,455,2024-01-01
2024,1,Dalle Mura Spagnole alla Nuova Circonvallazione,146,0,173,2024-01-01
2024,1,Entro la Cerchia dei Navigli,12,0,14,2024-01-01
2024,1,Senza indicazioni,34,0,41,2024-01-01
2024,2,Dalla Cerchia dei Navigli alle Mura Spagnole,26,0,29,2024-02-01
2024,2,Dalla Nuova Circonvallazione ai confini del Comune,308,1,391,2024-02-01
2024,2,Dalle Mura Spagnole alla Nuova Circonvallazione,173,0,213,2024-02-01
2024,2,Entro la Cerchia dei Navigli,15,0,17,2024-02-01
2024,2,Senza indicazioni,28,0,35,2024-02-01
2024,3,Dalla Cerchia dei Navigli alle Mura Spagnole,45,0,47,2024-03-01
2024,3,Dalla Nuova Circonvallazione ai confini del Comune,347,1,422,2024-03-01
2024,3,Dalle Mura Spagnole alla Nuova Circonvallazione,197,1,234,2024-03-01
2024,3,Entro la Cerchia dei Navigli,10,0,13,2024-03-01
2024,3,Senza indicazioni,36,0,52,2024-03-01
2024,4,Dalla Cerchia dei Navigli alle Mura Spagnole,32,0,33,2024-04-01
2024,4,Dalla Nuova Circonvallazione ai confini del Comune,351,1,454,2024-04-01
2024,4,Dalle Mura Spagnole alla Nuova Circonvallazione,179,1,230,2024-04-01
2024,4,Entro la Cerchia dei Navigli,15,0,15,2024-04-01
2024,4,Senza indicazioni,36,2,52,2024-04-01
2024,5,Dalla Cerchia dei Navigli alle Mura Spagnole,48,0,56,2024-05-01
2024,5,Dalla Nuova Circonvallazione ai confini del Comune,402,4,488,2024-05-01
2024,5,Dalle Mura Spagnole alla Nuova Circonvallazione,191,0,227,2024-05-01
2024,5,Entro la Cerchia dei Navigli,11,0,11,2024-05-01
2024,5,Senza indicazioni,40,0,59,2024-05-01
2024,6,Dalla Cerchia dei Navigli alle Mura Spagnole,32,0,39,2024-06-01
2024,6,Dalla Nuova Circonvallazione ai confini del Comune,387,5,478,2024-06-01
2024,6,Dalle Mura Spagnole alla Nuova Circonvallazione,201,1,251,2024-06-01
2024,6,Entro la Cerchia dei Navigli,23,0,28,2024-06-01
2024,6,Senza indicazioni,30,0,42,2024-06-01
2024,7,Dalla Cerchia dei Navigli alle Mura Spagnole,41,0,52,2024-07-01
2024,7,Dalla Nuova Circonvallazione ai confini del Comune,380,1,480,2024-07-01
2024,7,Dalle Mura Spagnole alla Nuova Circonvallazione,160,1,195,2024-07-01
2024,7,Entro la Cerchia dei Navigli,22,0,27,2024-07-01
2024,7,Senza indicazioni,30,0,43,2024-07-01
2024,8,Dalla Cerchia dei Navigli alle Mura Spagnole,15,1,20,2024-08-01
2024,8,Dalla Nuova Circonvallazione ai confini del Comune,252,0,312,2024-08-01
2024,8,Dalle Mura Spagnole alla Nuova Circonvallazione,100,2,117,2024-08-01
2024,8,Entro la Cerchia dei Navigli,15,0,16,2024-08-01
2024,8,Senza indicazioni,15,0,21,2024-08-01
2024,9,Dalla Cerchia dei Navigli alle Mura Spagnole,47,0,57,2024-09-01
2024,9,Dalla Nuova Circonvallazione ai confini del Comune,400,1,521,2024-09-01
2024,9,Dalle Mura Spagnole alla Nuova Circonvallazione,221,0,264,2024-09-01
2024,9,Entro la Cerchia dei Navigli,20,0,25,2024-09-01
2024,9,Senza indicazioni,33,0,39,2024-09-01
2024,10,Dalla Cerchia dei Navigli alle Mura Spagnole,43,1,52,2024-10-01
2024,10,Dalla Nuova Circonvallazione ai confini del Comune,431,2,519,2024-10-01
2024,10,Dalle Mura Spagnole alla Nuova Circonvallazione,221,0,268,2024-10-01
2024,10,Entro la Cerchia dei Navigli,23,0,24,2024-10-01
2024,10,Senza indicazioni,35,0,43,2024-10-01
2024,11,Dalla Cerchia dei Navigli alle Mura Spagnole,33,0,39,2024-11-01
2024,11,Dalla Nuova Circonvallazione ai confini del Comune,419,4,506,2024-11-01
2024,11,Dalle Mura Spagnole alla Nuova Circonvallazione,225,1,275,2024-11-01
2024,11,Entro la Cerchia dei Navigli,19,0,24,2024-11-01
2024,11,Senza indicazioni,28,0,38,2024-11-01
2024,12,Dalla Cerchia dei Navigli alle Mura Spagnole,34,0,39,2024-12-01
2024,12,Dalla Nuova Circonvallazione ai confini del Comune,363,2,449,2024-12-01
2024,12,Dalle Mura Spagnole alla Nuova Circonvallazione,191,3,230,2024-12-01
2024,12,Entro la Cerchia dei Navigli,22,0,26,2024-12-01
2024,12,Senza indicazioni,28,1,34,2024-12-01
