date,hour,total_accesses,accesses_persone,accesses_merci,accesses_bus,accesses_altro,accesses_nc,areac,year,month,weekday,is_weekend,time_band
2014-03-14,13,7125.0,4584.0,787.0,89.0,89.0,1576.0,1,2014,3,4,False,midday
2014-03-14,14,7564.0,4770.0,939.0,79.0,69.0,1707.0,1,2014,3,4,False,midday
2014-03-14,15,7502.0,4907.0,793.0,82.0,77.0,1643.0,1,2014,3,4,False,midday
2014-03-14,16,7493.0,5154.0,580.0,108.0,55.0,1596.0,1,2014,3,4,False,evening_peak
2014-03-14,17,6962.0,4921.0,392.0,94.0,50.0,1505.0,1,2014,3,4,False,evening_peak
2014-03-14,18,6601.0,4817.0,207.0,81.0,32.0,1464.0,1,2014,3,4,False,evening_peak
2014-03-14,19,8993.0,6999.0,193.0,84.0,32.0,1685.0,1,2014,3,4,False,evening_peak
2014-03-14,20,8961.0,6987.0,154.0,38.0,19.0,1763.0,0,2014,3,4,False,evening
2014-03-14,21,6101.0,4715.0,91.0,28.0,18.0,1249.0,0,2014,3,4,False,evening
2014-03-14,22,5332.0,4139.0,61.0,27.0,15.0,1090.0,0,2014,3,4,False,evening
2014-03-14,23,5448.0,4207.0,83.0,25.0,20.0,1113.0,0,2014,3,4,False,evening
2014-03-15,0,4562.0,3457.0,52.0,21.0,10.0,1022.0,0,2014,3,5,True,night
2014-03-15,1,2760.0,2007.0,46.0,19.0,9.0,679.0,0,2014,3,5,True,night
2014-03-15,2,1717.0,1219.0,36.0,14.0,5.0,443.0,0,2014,3,5,True,night
2014-03-15,3,1401.0,933.0,53.0,14.0,15.0,386.0,0,2014,3,5,True,night
2014-03-15,4,1207.0,777.0,75.0,19.0,14.0,322.0,0,2014,3,5,True,night
2014-03-15,5,1425.0,870.0,146.0,20.0,29.0,360.0,0,2014,3,5,True,night
2014-03-15,6,2273.0,1390.0,368.0,28.0,50.0,437.0,0,2014,3,5,True,morning_peak
2014-03-15,7,4108.0,2477.0,667.0,54.0,114.0,796.0,0,2014,3,5,True,morning_peak
2014-03-15,8,5649.0,3763.0,617.0,64.0,103.0,1102.0,0,2014,3,5,True,morning_peak
2014-03-15,9,7663.0,5496.0,554.0,64.0,105.0,1444.0,0,2014,3,5,True,morning_peak
2014-03-15,10,8984.0,6488.0,530.0,52.0,119.0,1795.0,0,2014,3,5,True,midday
2014-03-15,11,8871.0,6681.0,412.0,57.0,79.0,1642.0,0,2014,3,5,True,midday
2014-03-15,12,8345.0,6425.0,280.0,58.0,59.0,1523.0,0,2014,3,5,True,midday
2014-03-15,13,7040.0,5416.0,215.0,55.0,45.0,1309.0,0,2014,3,5,True,midday
2014-03-15,14,7028.0,5339.0,217.0,62.0,43.0,1367.0,0,2014,3,5,True,midday
2014-03-15,15,7977.0,6116.0,205.0,59.0,34.0,1563.0,0,2014,3,5,True,midday
2014-03-15,16,8520.0,6641.0,192.0,52.0,29.0,1606.0,0,2014,3,5,True,evening_peak
2014-03-15,17,8671.0,6804.0,145.0,61.0,29.0,1632.0,0,2014,3,5,True,evening_peak
2014-03-15,18,8039.0,6299.0,150.0,55.0,36.0,1499.0,0,2014,3,5,True,evening_peak
2014-03-15,19,7973.0,6323.0,113.0,40.0,16.0,1481.0,0,2014,3,5,True,evening_peak
2014-03-15,20,7832.0,6234.0,104.0,29.0,11.0,1454.0,0,2014,3,5,True,evening
2014-03-15,21,5676.0,4449.0,67.0,21.0,11.0,1128.0,0,2014,3,5,True,evening
2014-03-15,22,5502.0,4267.0,85.0,17.0,19.0,1114.0,0,2014,3,5,True,evening
2014-03-15,23,6078.0,4787.0,75.0,19.0,12.0,1185.0,0,2014,3,5,True,evening
2014-03-16,0,5370.0,4162.0,48.0,16.0,15.0,1129.0,0,2014,3,6,True,night
2014-03-16,1,3725.0,2833.0,40.0,15.0,13.0,824.0,0,2014,3,6,True,night
2014-03-16,2,2193.0,1593.0,30.0,16.0,10.0,544.0,0,2014,3,6,True,night
2014-03-16,3,1469.0,1013.0,46.0,29.0,8.0,373.0,0,2014,3,6,True,night
2014-03-16,4,1084.0,731.0,31.0,19.0,7.0,296.0,0,2014,3,6,True,night
2014-03-16,5,974.0,657.0,43.0,18.0,5.0,251.0,0,2014,3,6,True,night
2014-03-16,6,1295.0,903.0,81.0,19.0,12.0,280.0,0,2014,3,6,True,morning_peak
2014-03-16,7,1516.0,1025.0,127.0,29.0,16.0,319.0,0,2014,3,6,True,morning_peak
2014-03-16,8,2421.0,1736.0,129.0,43.0,25.0,488.0,0,2014,3,6,True,morning_peak
2014-03-16,9,4352.0,3306.0,125.0,44.0,20.0,857.0,0,2014,3,6,True,morning_peak
2014-03-16,10,5824.0,4444.0,139.0,45.0,34.0,1162.0,0,2014,3,6,True,midday
2014-03-16,11,6147.0,4777.0,120.0,42.0,28.0,1180.0,0,2014,3,6,True,midday
2014-03-16,12,6469.0,5053.0,114.0,31.0,24.0,1247.0,0,2014,3,6,True,midday
2014-03-16,13,5263.0,4165.0,79.0,36.0,13.0,970.0,0,2014,3,6,True,midday
2014-03-16,14,5730.0,4469.0,92.0,45.0,26.0,1098.0,0,2014,3,6,True,midday
2014-03-16,15,7320.0,5771.0,92.0,41.0,13.0,1403.0,0,2014,3,6,True,midday
2014-03-16,16,7936.0,6297.0,99.0,31.0,19.0,1490.0,0,2014,3,6,True,evening_peak
2014-03-16,17,8458.0,6770.0,111.0,40.0,10.0,1527.0,0,2014,3,6,True,evening_peak
2014-03-16,18,8171.0,6511.0,104.0,37.0,20.0,1499.0,0,2014,3,6,True,evening_peak
2014-03-16,19,7844.0,6252.0,86.0,41.0,21.0,1444.0,0,2014,3,6,True,evening_peak
2014-03-16,20,6757.0,5359.0,88.0,31.0,14.0,1265.0,0,2014,3,6,True,evening
2014-03-16,21,4991.0,3891.0,78.0,25.0,13.0,984.0,0,2014,3,6,True,evening
2014-03-16,22,4234.0,3287.0,69.0,20.0,11.0,847.0,0,2014,3,6,True,evening
2014-03-16,23,3348.0,2571.0,53.0,22.0,11.0,691.0,0,2014,3,6,True,evening
2014-03-17,0,1839.0,1361.0,46.0,19.0,9.0,404.0,0,2014,3,0,False,night
2014-03-17,1,897.0,609.0,28.0,8.0,9.0,243.0,0,2014,3,0,False,night
2014-03-17,2,487.0,286.0,40.0,1.0,9.0,151.0,0,2014,3,0,False,night
2014-03-17,3,409.0,228.0,44.0,0.0,8.0,129.0,0,2014,3,0,False,night
2014-03-17,4,596.0,335.0,85.0,0.0,13.0,163.0,0,2014,3,0,False,night
2014-03-17,5,1437.0,864.0,206.0,14.0,48.0,305.0,0,2014,3,0,False,night
2014-03-17,6,4020.0,2372.0,713.0,54.0,128.0,753.0,0,2014,3,0,False,morning_peak
2014-03-17,7,7966.0,4875.0,1249.0,99.0,165.0,1578.0,1,2014,3,0,False,morning_peak
2014-03-17,8,9294.0,5680.0,1173.0,94.0,129.0,2218.0,1,2014,3,0,False,morning_peak
2014-03-17,9,9684.0,5922.0,1370.0,103.0,134.0,2155.0,1,2014,3,0,False,morning_peak
2014-03-17,10,8763.0,5407.0,1327.0,65.0,127.0,1837.0,1,2014,3,0,False,midday
2014-03-17,11,7596.0,4730.0,1025.0,73.0,122.0,1646.0,1,2014,3,0,False,midday
2014-03-17,12,6682.0,4396.0,693.0,71.0,79.0,1443.0,1,2014,3,0,False,midday
2014-03-17,13,6583.0,4196.0,777.0,82.0,71.0,1457.0,1,2014,3,0,False,midday
2014-03-17,14,7369.0,4654.0,931.0,70.0,86.0,1628.0,1,2014,3,0,False,midday
2014-03-17,15,7434.0,4819.0,810.0,83.0,66.0,1656.0,1,2014,3,0,False,midday
2014-03-17,16,7362.0,5021.0,621.0,99.0,60.0,1561.0,1,2014,3,0,False,evening_peak
2014-03-17,17,7115.0,5042.0,390.0,91.0,51.0,1541.0,1,2014,3,0,False,evening_peak
2014-03-17,18,6997.0,5174.0,192.0,80.0,32.0,1519.0,1,2014,3,0,False,evening_peak
2014-03-17,19,8966.0,6891.0,189.0,71.0,36.0,1779.0,1,2014,3,0,False,evening_peak
2014-03-17,20,8256.0,6438.0,140.0,42.0,23.0,1613.0,0,2014,3,0,False,evening
2014-03-17,21,4322.0,3297.0,76.0,33.0,14.0,902.0,0,2014,3,0,False,evening
2014-03-17,22,3801.0,2873.0,54.0,19.0,15.0,840.0,0,2014,3,0,False,evening
2014-03-17,23,3446.0,2569.0,57.0,19.0,18.0,783.0,0,2014,3,0,False,evening
2014-03-18,0,2053.0,1523.0,36.0,20.0,8.0,466.0,0,2014,3,1,False,night
2014-03-18,1,971.0,648.0,48.0,10.0,4.0,261.0,0,2014,3,1,False,night
2014-03-18,2,560.0,335.0,48.0,1.0,8.0,168.0,0,2014,3,1,False,night
2014-03-18,3,407.0,217.0,49.0,0.0,7.0,134.0,0,2014,3,1,False,night
2014-03-18,4,594.0,323.0,78.0,1.0,14.0,178.0,0,2014,3,1,False,night
2014-03-18,5,1468.0,859.0,233.0,16.0,51.0,309.0,0,2014,3,1,False,night
2014-03-18,6,4000.0,2284.0,737.0,48.0,169.0,762.0,0,2014,3,1,False,morning_peak
2014-03-18,7,8208.0,4737.0,1393.0,111.0,196.0,1771.0,1,2014,3,1,False,morning_peak
2014-03-18,8,9454.0,5417.0,1224.0,116.0,161.0,2536.0,1,2014,3,1,False,morning_peak
2014-03-18,9,10113.0,6187.0,1358.0,107.0,165.0,2296.0,1,2014,3,1,False,morning_peak
2014-03-18,10,9210.0,5668.0,1364.0,98.0,165.0,1915.0,1,2014,3,1,False,midday
2014-03-18,11,8907.0,5622.0,1211.0,102.0,160.0,1812.0,1,2014,3,1,False,midday
2014-03-18,12,7854.0,5177.0,844.0,95.0,87.0,1651.0,1,2014,3,1,False,midday
2014-03-18,13,7092.0,4508.0,848.0,88.0,96.0,1552.0,1,2014,3,1,False,midday
2014-03-18,14,7830.0,4926.0,995.0,88.0,76.0,1745.0,1,2014,3,1,False,midday
2014-03-18,15,7794.0,5107.0,847.0,79.0,72.0,1689.0,1,2014,3,1,False,midday
2014-03-18,16,7758.0,5341.0,671.0,96.0,44.0,1606.0,1,2014,3,1,False,evening_peak
2014-03-18,17,7521.0,5309.0,430.0,99.0,53.0,1630.0,1,2014,3,1,False,evening_peak
2014-03-18,18,7105.0,5249.0,191.0,74.0,44.0,1547.0,1,2014,3,1,False,evening_peak
2014-03-18,19,9291.0,7152.0,212.0,71.0,28.0,1828.0,1,2014,3,1,False,evening_peak
2014-03-18,20,9223.0,7164.0,156.0,54.0,22.0,1827.0,0,2014,3,1,False,evening
2014-03-18,21,5084.0,3903.0,85.0,34.0,21.0,1041.0,0,2014,3,1,False,evening
2014-03-18,22,4108.0,3309.0,73.0,31.0,21.0,674.0,0,2014,3,1,False,evening
2014-03-18,23,4504.0,3676.0,56.0,30.0,20.0,722.0,0,2014,3,1,False,evening
2014-03-19,0,2757.0,2244.0,48.0,28.0,7.0,430.0,0,2014,3,2,False,night
2014-03-19,1,1361.0,1047.0,44.0,14.0,8.0,248.0,0,2014,3,2,False,night
2014-03-19,2,750.0,547.0,43.0,2.0,9.0,149.0,0,2014,3,2,False,night
2014-03-19,3,536.0,345.0,47.0,0.0,16.0,128.0,0,2014,3,2,False,night
2014-03-19,4,716.0,448.0,104.0,0.0,13.0,151.0,0,2014,3,2,False,night
2014-03-19,5,1500.0,942.0,211.0,19.0,54.0,274.0,0,2014,3,2,False,night
2014-03-19,6,4316.0,2689.0,815.0,56.0,140.0,616.0,0,2014,3,2,False,morning_peak
2014-03-19,7,9175.0,5963.0,1466.0,131.0,195.0,1420.0,0,2014,3,2,False,morning_peak
2014-03-19,8,10967.0,7364.0,1305.0,115.0,159.0,2024.0,0,2014,3,2,False,morning_peak
2014-03-19,9,12403.0,8575.0,1393.0,93.0,158.0,2184.0,0,2014,3,2,False,morning_peak
2014-03-19,10,12730.0,8703.0,1595.0,96.0,177.0,2159.0,0,2014,3,2,False,midday
2014-03-19,11,11745.0,8108.0,1366.0,68.0,153.0,2050.0,0,2014,3,2,False,midday
2014-03-19,12,10754.0,7702.0,935.0,72.0,115.0,1930.0,0,2014,3,2,False,midday
2014-03-19,13,10584.0,7577.0,937.0,58.0,92.0,1920.0,0,2014,3,2,False,midday
2014-03-19,14,10786.0,7562.0,1150.0,59.0,84.0,1931.0,0,2014,3,2,False,midday
2014-03-19,15,9872.0,7092.0,1025.0,95.0,79.0,1581.0,0,2014,3,2,False,midday
2014-03-19,16,9297.0,7132.0,743.0,113.0,76.0,1233.0,0,2014,3,2,False,evening_peak
2014-03-19,17,9055.0,7210.0,475.0,118.0,53.0,1199.0,0,2014,3,2,False,evening_peak
2014-03-19,18,9689.0,7966.0,279.0,60.0,36.0,1348.0,0,2014,3,2,False,evening_peak
2014-03-19,19,11217.0,9475.0,216.0,43.0,36.0,1447.0,0,2014,3,2,False,evening_peak
2014-03-19,20,11446.0,9676.0,202.0,35.0,26.0,1507.0,0,2014,3,2,False,evening
2014-03-19,21,7532.0,6251.0,116.0,29.0,18.0,1118.0,0,2014,3,2,False,evening
2014-03-19,22,5564.0,4598.0,96.0,23.0,20.0,827.0,0,2014,3,2,False,evening
2014-03-19,23,5265.0,4389.0,86.0,17.0,13.0,760.0,0,2014,3,2,False,evening
2014-03-20,0,3506.0,2837.0,63.0,22.0,13.0,571.0,0,2014,3,3,False,night
2014-03-20,1,1576.0,1224.0,57.0,6.0,11.0,278.0,0,2014,3,3,False,night
2014-03-20,2,826.0,584.0,45.0,0.0,5.0,192.0,0,2014,3,3,False,night
2014-03-20,3,663.0,410.0,67.0,1.0,16.0,169.0,0,2014,3,3,False,night
2014-03-20,4,732.0,457.0,107.0,0.0,14.0,154.0,0,2014,3,3,False,night
2014-03-20,5,1479.0,923.0,259.0,21.0,52.0,224.0,0,2014,3,3,False,night
2014-03-20,6,4053.0,2552.0,875.0,58.0,152.0,416.0,0,2014,3,3,False,morning_peak
2014-03-20,7,7946.0,5158.0,1546.0,136.0,205.0,901.0,1,2014,3,3,False,morning_peak
2014-03-20,8,8484.0,5691.0,1373.0,129.0,183.0,1108.0,1,2014,3,3,False,morning_peak
2014-03-20,9,8903.0,5947.0,1467.0,160.0,213.0,1116.0,1,2014,3,3,False,morning_peak
2014-03-20,10,8435.0,5522.0,1543.0,140.0,212.0,1018.0,1,2014,3,3,False,midday
2014-03-20,11,7447.0,5075.0,1244.0,116.0,177.0,835.0,1,2014,3,3,False,midday
2014-03-20,12,7103.0,5181.0,902.0,116.0,115.0,789.0,1,2014,3,3,False,midday
2014-03-20,13,6502.0,4577.0,919.0,112.0,89.0,805.0,1,2014,3,3,False,midday
2014-03-20,14,6989.0,4826.0,1095.0,105.0,74.0,889.0,1,2014,3,3,False,midday
2014-03-20,15,6868.0,4986.0,860.0,102.0,103.0,817.0,1,2014,3,3,False,midday
2014-03-20,16,6832.0,5218.0,686.0,128.0,75.0,725.0,1,2014,3,3,False,evening_peak
2014-03-20,17,6525.0,5069.0,414.0,133.0,66.0,843.0,1,2014,3,3,False,evening_peak
2014-03-20,18,8892.0,7491.0,307.0,97.0,56.0,941.0,0,2014,3,3,False,evening_peak
2014-03-20,19,9056.0,7695.0,250.0,106.0,34.0,971.0,0,2014,3,3,False,evening_peak
2014-03-20,20,8627.0,7472.0,151.0,45.0,26.0,933.0,0,2014,3,3,False,evening
2014-03-20,21,5072.0,4313.0,146.0,42.0,13.0,558.0,0,2014,3,3,False,evening
2014-03-20,22,4283.0,3599.0,86.0,23.0,17.0,558.0,0,2014,3,3,False,evening
2014-03-20,23,4443.0,3703.0,87.0,27.0,16.0,610.0,0,2014,3,3,False,evening
2014-03-21,0,3127.0,2581.0,58.0,22.0,12.0,454.0,0,2014,3,4,False,night
2014-03-21,1,1518.0,1194.0,48.0,9.0,9.0,258.0,0,2014,3,4,False,night
2014-03-21,2,909.0,647.0,52.0,0.0,9.0,201.0,0,2014,3,4,False,night
2014-03-21,3,680.0,462.0,46.0,0.0,17.0,155.0,0,2014,3,4,False,night
2014-03-21,4,793.0,515.0,91.0,0.0,19.0,168.0,0,2014,3,4,False,night
2014-03-21,5,1588.0,1039.0,254.0,19.0,50.0,226.0,0,2014,3,4,False,night
2014-03-21,6,3971.0,2484.0,812.0,66.0,169.0,440.0,0,2014,3,4,False,morning_peak
2014-03-21,7,7995.0,5209.0,1443.0,146.0,209.0,988.0,1,2014,3,4,False,morning_peak
2014-03-21,8,9180.0,6210.0,1298.0,139.0,173.0,1360.0,1,2014,3,4,False,morning_peak
2014-03-21,9,10025.0,6646.0,1546.0,179.0,193.0,1461.0,1,2014,3,4,False,morning_peak
2014-03-21,10,9252.0,6047.0,1563.0,117.0,214.0,1311.0,1,2014,3,4,False,midday
2014-03-21,11,8597.0,5847.0,1277.0,100.0,169.0,1204.0,1,2014,3,4,False,midday
2014-03-21,12,7679.0,5493.0,836.0,117.0,114.0,1119.0,1,2014,3,4,False,midday
2014-03-21,13,7118.0,5017.0,855.0,111.0,102.0,1033.0,1,2014,3,4,False,midday
2014-03-21,14,7522.0,5193.0,1076.0,97.0,79.0,1077.0,1,2014,3,4,False,midday
2014-03-21,15,7751.0,5532.0,943.0,96.0,85.0,1095.0,1,2014,3,4,False,midday
2014-03-21,16,7650.0,5693.0,695.0,131.0,57.0,1074.0,1,2014,3,4,False,evening_peak
2014-03-21,17,7030.0,5487.0,412.0,110.0,63.0,958.0,1,2014,3,4,False,evening_peak
2014-03-21,18,6699.0,5409.0,242.0,95.0,42.0,911.0,1,2014,3,4,False,evening_peak
2014-03-21,19,9383.0,7855.0,226.0,88.0,33.0,1181.0,1,2014,3,4,False,evening_peak
2014-03-21,20,9792.0,8305.0,186.0,50.0,18.0,1233.0,0,2014,3,4,False,evening
2014-03-21,21,6869.0,5792.0,94.0,40.0,21.0,922.0,0,2014,3,4,False,evening
2014-03-21,22,5874.0,4970.0,84.0,33.0,15.0,772.0,0,2014,3,4,False,evening
2014-03-21,23,6162.0,5217.0,81.0,29.0,19.0,816.0,0,2014,3,4,False,evening
2014-03-22,0,5292.0,4376.0,79.0,30.0,11.0,796.0,0,2014,3,5,True,night
2014-03-22,1,3196.0,2566.0,53.0,25.0,13.0,539.0,0,2014,3,5,True,night
2014-03-22,2,1992.0,1524.0,37.0,23.0,9.0,399.0,0,2014,3,5,True,night
2014-03-22,3,1509.0,1123.0,60.0,23.0,12.0,291.0,0,2014,3,5,True,night
2014-03-22,4,1322.0,948.0,91.0,17.0,17.0,249.0,0,2014,3,5,True,night
2014-03-22,5,1600.0,1125.0,166.0,22.0,31.0,256.0,0,2014,3,5,True,night
2014-03-22,6,2353.0,1641.0,373.0,44.0,44.0,251.0,0,2014,3,5,True,morning_peak
2014-03-22,7,4210.0,2900.0,709.0,59.0,117.0,425.0,0,2014,3,5,True,morning_peak
2014-03-22,8,5948.0,4323.0,749.0,68.0,119.0,689.0,0,2014,3,5,True,morning_peak
2014-03-22,9,8441.0,6501.0,702.0,91.0,119.0,1028.0,0,2014,3,5,True,morning_peak
2014-03-22,10,9980.0,8000.0,587.0,74.0,120.0,1199.0,0,2014,3,5,True,midday
2014-03-22,11,10320.0,8472.0,494.0,79.0,94.0,1181.0,0,2014,3,5,True,midday
2014-03-22,12,9849.0,8261.0,332.0,73.0,77.0,1106.0,0,2014,3,5,True,midday
2014-03-22,13,8143.0,6760.0,275.0,63.0,47.0,998.0,0,2014,3,5,True,midday
2014-03-22,14,7705.0,6381.0,211.0,68.0,44.0,1001.0,0,2014,3,5,True,midday
2014-03-22,15,9237.0,7810.0,232.0,58.0,29.0,1108.0,0,2014,3,5,True,midday
2014-03-22,16,9805.0,8352.0,224.0,63.0,50.0,1116.0,0,2014,3,5,True,evening_peak
2014-03-22,17,9439.0,8043.0,213.0,78.0,37.0,1068.0,0,2014,3,5,True,evening_peak
2014-03-22,18,9134.0,7859.0,189.0,65.0,28.0,993.0,0,2014,3,5,True,evening_peak
2014-03-22,19,9453.0,8186.0,114.0,60.0,19.0,1074.0,0,2014,3,5,True,evening_peak
2014-03-22,20,9740.0,8390.0,151.0,46.0,15.0,1138.0,0,2014,3,5,True,evening
2014-03-22,21,6663.0,5679.0,80.0,32.0,14.0,858.0,0,2014,3,5,True,evening
2014-03-22,22,5663.0,4805.0,78.0,29.0,10.0,741.0,0,2014,3,5,True,evening
2014-03-22,23,6561.0,5567.0,66.0,31.0,15.0,882.0,0,2014,3,5,True,evening
2014-03-23,0,6167.0,5226.0,65.0,30.0,10.0,836.0,0,2014,3,6,True,night
2014-03-23,1,4007.0,3337.0,58.0,25.0,11.0,576.0,0,2014,3,6,True,night
2014-03-23,2,2403.0,1900.0,30.0,22.0,4.0,447.0,0,2014,3,6,True,night
2014-03-23,3,1529.0,1201.0,29.0,20.0,6.0,273.0,0,2014,3,6,True,night
2014-03-23,4,1203.0,875.0,42.0,19.0,16.0,251.0,0,2014,3,6,True,night
2014-03-23,5,1093.0,833.0,57.0,21.0,14.0,168.0,0,2014,3,6,True,night
2014-03-23,6,1399.0,1081.0,84.0,36.0,20.0,178.0,0,2014,3,6,True,morning_peak
2014-03-23,7,1786.0,1343.0,139.0,44.0,26.0,234.0,0,2014,3,6,True,morning_peak
2014-03-23,8,2584.0,1986.0,134.0,61.0,18.0,385.0,0,2014,3,6,True,morning_peak
2014-03-23,9,2647.0,1893.0,77.0,42.0,29.0,606.0,0,2014,3,6,True,morning_peak
2014-03-23,10,4548.0,3493.0,110.0,46.0,34.0,865.0,0,2014,3,6,True,midday
2014-03-23,11,4424.0,3491.0,95.0,34.0,37.0,767.0,0,2014,3,6,True,midday
2014-03-23,12,6033.0,5074.0,91.0,40.0,58.0,770.0,0,2014,3,6,True,midday
2014-03-23,13,5309.0,4415.0,93.0,50.0,25.0,726.0,0,2014,3,6,True,midday
2014-03-23,14,6031.0,5042.0,107.0,67.0,12.0,803.0,0,2014,3,6,True,midday
2014-03-23,15,7801.0,6623.0,104.0,73.0,16.0,985.0,0,2014,3,6,True,midday
2014-03-23,16,8339.0,7192.0,104.0,55.0,13.0,975.0,0,2014,3,6,True,evening_peak
2014-03-23,17,9012.0,7801.0,127.0,59.0,14.0,1011.0,0,2014,3,6,True,evening_peak
2014-03-23,18,8813.0,7658.0,123.0,54.0,17.0,961.0,0,2014,3,6,True,evening_peak
2014-03-23,19,8258.0,7224.0,81.0,56.0,15.0,882.0,0,2014,3,6,True,evening_peak
2014-03-23,20,6309.0,5369.0,112.0,47.0,11.0,770.0,0,2014,3,6,True,evening
2014-03-23,21,4131.0,3479.0,57.0,41.0,9.0,545.0,0,2014,3,6,True,evening
2014-03-23,22,3921.0,3302.0,66.0,32.0,20.0,501.0,0,2014,3,6,True,evening
2014-03-23,23,3280.0,2748.0,60.0,28.0,12.0,432.0,0,2014,3,6,True,evening
2014-03-24,0,2065.0,1694.0,54.0,25.0,6.0,286.0,0,2014,3,0,False,night
2014-03-24,1,881.0,675.0,31.0,12.0,13.0,150.0,0,2014,3,0,False,night
2014-03-24,2,496.0,323.0,26.0,1.0,13.0,133.0,0,2014,3,0,False,night
2014-03-24,3,450.0,278.0,43.0,0.0,7.0,122.0,0,2014,3,0,False,night
2014-03-24,4,629.0,373.0,83.0,0.0,16.0,157.0,0,2014,3,0,False,night
2014-03-24,5,1552.0,1040.0,219.0,19.0,51.0,223.0,0,2014,3,0,False,night
2014-03-24,6,4186.0,2654.0,869.0,73.0,131.0,459.0,0,2014,3,0,False,morning_peak
2014-03-24,7,8154.0,5440.0,1436.0,155.0,192.0,931.0,1,2014,3,0,False,morning_peak
2014-03-24,8,9415.0,6375.0,1393.0,130.0,133.0,1384.0,1,2014,3,0,False,morning_peak
2014-03-24,9,9704.0,6450.0,1553.0,146.0,149.0,1406.0,1,2014,3,0,False,morning_peak
2014-03-24,10,8665.0,5725.0,1464.0,108.0,173.0,1195.0,1,2014,3,0,False,midday
2014-03-24,11,7681.0,5218.0,1165.0,97.0,133.0,1068.0,1,2014,3,0,False,midday
2014-03-24,12,6852.0,4900.0,752.0,101.0,99.0,1000.0,1,2014,3,0,False,midday
2014-03-24,13,6371.0,4479.0,769.0,114.0,82.0,927.0,1,2014,3,0,False,midday
2014-03-24,14,7265.0,4971.0,1043.0,92.0,86.0,1073.0,1,2014,3,0,False,midday
2014-03-24,15,7266.0,5095.0,948.0,106.0,83.0,1034.0,1,2014,3,0,False,midday
2014-03-24,16,7326.0,5424.0,692.0,128.0,69.0,1013.0,1,2014,3,0,False,evening_peak
2014-03-24,17,6997.0,5442.0,404.0,113.0,54.0,984.0,1,2014,3,0,False,evening_peak
2014-03-24,18,6801.0,5478.0,232.0,110.0,32.0,949.0,1,2014,3,0,False,evening_peak
2014-03-24,19,9072.0,7640.0,200.0,89.0,37.0,1106.0,1,2014,3,0,False,evening_peak
2014-03-24,20,7955.0,6744.0,153.0,50.0,20.0,988.0,0,2014,3,0,False,evening
2014-03-24,21,4399.0,3640.0,100.0,38.0,20.0,601.0,0,2014,3,0,False,evening
2014-03-24,22,3794.0,3128.0,87.0,37.0,19.0,523.0,0,2014,3,0,False,evening
2014-03-24,23,3448.0,2852.0,47.0,29.0,13.0,507.0,0,2014,3,0,False,evening
2014-03-25,0,2192.0,1765.0,46.0,32.0,8.0,341.0,0,2014,3,1,False,night
2014-03-25,1,1006.0,708.0,54.0,8.0,10.0,226.0,0,2014,3,1,False,night
2014-03-25,2,525.0,345.0,37.0,1.0,8.0,134.0,0,2014,3,1,False,night
2014-03-25,3,407.0,227.0,62.0,0.0,10.0,108.0,0,2014,3,1,False,night
2014-03-25,4,634.0,378.0,104.0,0.0,14.0,138.0,0,2014,3,1,False,night
2014-03-25,5,1504.0,969.0,227.0,15.0,71.0,222.0,0,2014,3,1,False,night
2014-03-25,6,4255.0,2708.0,845.0,63.0,159.0,480.0,0,2014,3,1,False,morning_peak
2014-03-25,7,8518.0,5500.0,1668.0,143.0,229.0,978.0,1,2014,3,1,False,morning_peak
2014-03-25,8,10069.0,6597.0,1393.0,139.0,187.0,1753.0,1,2014,3,1,False,morning_peak
2014-03-25,9,10522.0,6440.0,1459.0,166.0,185.0,2272.0,1,2014,3,1,False,morning_peak
2014-03-25,10,9722.0,6053.0,1449.0,123.0,216.0,1881.0,1,2014,3,1,False,midday
2014-03-25,11,8566.0,5390.0,1213.0,122.0,152.0,1689.0,1,2014,3,1,False,midday
2014-03-25,12,7670.0,5072.0,862.0,118.0,118.0,1500.0,1,2014,3,1,False,midday
2014-03-25,13,7055.0,4674.0,825.0,116.0,97.0,1343.0,1,2014,3,1,False,midday
2014-03-25,14,8087.0,5214.0,1104.0,103.0,80.0,1586.0,1,2014,3,1,False,midday
2014-03-25,15,7943.0,5608.0,963.0,102.0,97.0,1173.0,1,2014,3,1,False,midday
2014-03-25,16,7860.0,5980.0,646.0,125.0,68.0,1041.0,1,2014,3,1,False,evening_peak
2014-03-25,17,7412.0,5751.0,427.0,118.0,48.0,1068.0,1,2014,3,1,False,evening_peak
2014-03-25,18,7128.0,5771.0,235.0,102.0,45.0,975.0,1,2014,3,1,False,evening_peak
2014-03-25,19,9488.0,7933.0,228.0,85.0,33.0,1209.0,1,2014,3,1,False,evening_peak
2014-03-25,20,9150.0,7753.0,149.0,52.0,23.0,1173.0,0,2014,3,1,False,evening
2014-03-25,21,4918.0,4028.0,107.0,42.0,14.0,727.0,0,2014,3,1,False,evening
2014-03-25,22,4279.0,3555.0,98.0,36.0,13.0,577.0,0,2014,3,1,False,evening
2014-03-25,23,4186.0,3470.0,69.0,32.0,15.0,600.0,0,2014,3,1,False,evening
2014-03-26,0,2760.0,2266.0,42.0,28.0,4.0,420.0,0,2014,3,2,False,night
2014-03-26,1,1208.0,922.0,40.0,13.0,6.0,227.0,0,2014,3,2,False,night
2014-03-26,2,658.0,428.0,44.0,2.0,14.0,170.0,0,2014,3,2,False,night
