Anno;Mese;NaturaIncidente;Incidenti;Feriti;Morti
2016;9;Scontro frontale;15;26;1
2016;9;Scontro frontale - laterale;243;349;0
2016;9;Scontro laterale;93;110;0
2016;9;Tamponamento;83;133;0
2016;9;Urto con ostacolo;43;52;0
2016;9;Urto con veicolo in fermata o sosta;77;99;0
2016;10;Altre cause;6;9;0
2016;10;Fuoriuscita, sbandamento;122;133;0
2016;10;Investimento pedone;136;170;0
2016;10;Scontro frontale;13;14;1
2016;10;Scontro frontale - laterale;275;363;1
2016;10;Scontro laterale;96;115;1
2016;10;Tamponamento;88;138;0
2016;10;Urto con ostacolo;56;67;0
2016;10;Urto con veicolo in fermata o sosta;81;102;0
2016;11;Altre cause;3;3;0
2016;11;Fuoriuscita, sbandamento;81;88;0
2016;11;Investimento pedone;162;190;6
2016;11;Scontro frontale;12;14;0
2016;11;Scontro frontale - laterale;244;363;1
2016;11;Scontro laterale;70;86;0
2016;11;Tamponamento;96;146;0
2016;11;Urto con ostacolo;70;83;0
2016;11;Urto con veicolo in fermata o sosta;81;107;1
2016;12;Altre cause;4;4;0
2016;12;Fuoriuscita, sbandamento;58;63;0
2016;12;Investimento pedone;105;119;3
2016;12;Scontro frontale;5;5;0
2016;12;Scontro frontale - laterale;200;304;1
2016;12;Scontro laterale;62;70;0
2016;12;Tamponamento;52;71;0
2016;12;Urto con ostacolo;38;43;0
2016;12;Urto con veicolo in fermata o sosta;56;72;1
2017;1;Altre cause;6;6;0
2017;1;Fuoriuscita, sbandamento;54;56;0
2017;1;Investimento pedone;96;116;1
2017;1;Scontro frontale;6;10;0
2017;1;Scontro frontale - laterale;190;272;0
2017;1;Scontro laterale;49;55;0
2017;1;Tamponamento;69;99;0
2017;1;Urto con ostacolo;32;33;2
2017;1;Urto con veicolo in fermata o sosta;60;78;0
2017;2;Altre cause;7;7;0
2017;2;Fuoriuscita, sbandamento;59;63;0
2017;2;Investimento pedone;124;143;2
2017;2;Scontro frontale;6;10;0
2017;2;Scontro frontale - laterale;184;282;1
2017;2;Scontro laterale;51;65;0
2017;2;Tamponamento;53;83;0
2017;2;Urto con ostacolo;43;45;1
2017;2;Urto con veicolo in fermata o sosta;70;90;0
2017;3;Altre cause;5;6;0
2017;3;Fuoriuscita, sbandamento;80;90;0
2017;3;Investimento pedone;136;167;1
2017;3;Scontro frontale;10;15;0
2017;3;Scontro frontale - laterale;264;365;1
2017;3;Scontro laterale;82;87;0
2017;3;Tamponamento;95;144;0
2017;3;Urto con ostacolo;36;39;1
2017;3;Urto con veicolo in fermata o sosta;80;103;0
2017;4;Altre cause;2;2;0
2017;4;Fuoriuscita, sbandamento;97;104;0
2017;4;Investimento pedone;96;111;1
2017;4;Scontro frontale;17;23;0
2017;4;Scontro frontale - laterale;234;362;2
2017;4;Scontro laterale;77;88;0
2017;4;Tamponamento;82;128;0
2017;4;Urto con ostacolo;38;46;1
2017;4;Urto con veicolo in fermata o sosta;74;90;0
2017;5;Altre cause;7;8;0
2017;5;Fuoriuscita, sbandamento;83;92;0
2017;5;Investimento pedone;118;137;3
2017;5;Scontro frontale;15;18;0
2017;5;Scontro frontale - laterale;241;345;0
2017;5;Scontro laterale;83;101;0
2017;5;Tamponamento;89;133;0
2017;5;Urto con ostacolo;50;63;0
2017;5;Urto con veicolo in fermata o sosta;108;129;1
2017;6;Altre cause;9;11;0
2017;6;Fuoriuscita, sbandamento;93;105;0
2017;6;Investimento pedone;111;128;0
2017;6;Scontro frontale;5;5;0
2017;6;Scontro frontale - laterale;248;359;1
2017;6;Scontro laterale;90;106;0
2017;6;Tamponamento;73;99;0
2017;6;Urto con ostacolo;48;59;0
2017;6;Urto con veicolo in fermata o sosta;82;99;0
2017;7;Altre cause;5;5;0
2017;7;Fuoriuscita, sbandamento;89;96;1
2017;7;Investimento pedone;74;87;0
2017;7;Scontro frontale;15;19;1
2017;7;Scontro frontale - laterale;225;330;1
2017;7;Scontro laterale;70;79;1
2017;7;Tamponamento;83;128;0
2017;7;Urto con ostacolo;55;62;3
2017;7;Urto con veicolo in fermata o sosta;75;92;0
2017;8;Altre cause;4;10;0
2017;8;Fuoriuscita, sbandamento;60;64;0
2017;8;Investimento pedone;43;46;0
2017;8;Scontro frontale;7;9;0
2017;8;Scontro frontale - laterale;151;229;0
2017;8;Scontro laterale;45;48;0
2017;8;Tamponamento;42;65;0
2017;8;Urto con ostacolo;41;51;1
2017;8;Urto con veicolo in fermata o sosta;35;43;1
2017;9;Altre cause;5;6;0
2017;9;Fuoriuscita, sbandamento;95;105;0
2017;9;Investimento pedone;129;156;4
2017;9;Scontro frontale;9;15;0
2017;9;Scontro frontale - laterale;228;336;0
2017;9;Scontro laterale;98;115;1
2017;9;Tamponamento;73;112;0
2017;9;Urto con ostacolo;40;44;0
2017;9;Urto con veicolo in fermata o sosta;69;89;0
2017;10;Altre cause;6;6;0
2017;10;Fuoriuscita, sbandamento;84;89;0
2017;10;Investimento pedone;139;164;0
2017;10;Scontro frontale;14;24;0
2017;10;Scontro frontale - laterale;261;361;1
2017;10;Scontro laterale;81;96;0
2017;10;Tamponamento;75;119;1
2017;10;Urto con ostacolo;38;47;0
2017;10;Urto con veicolo in fermata o sosta;92;123;0
2017;11;Altre cause;6;6;0
2017;11;Fuoriuscita, sbandamento;92;97;0
2017;11;Investimento pedone;126;145;1
2017;11;Scontro frontale;14;15;1
2017;11;Scontro frontale - laterale;267;378;0
2017;11;Scontro laterale;70;89;1
2017;11;Tamponamento;77;109;0
2017;11;Urto con ostacolo;42;53;0
2017;11;Urto con veicolo in fermata o sosta;79;96;0
2017;12;Altre cause;3;3;0
2017;12;Fuoriuscita, sbandamento;69;70;0
2017;12;Investimento pedone;139;157;6
2017;12;Scontro frontale;6;7;0
2017;12;Scontro frontale - laterale;196;268;2
2017;12;Scontro laterale;59;70;0
2017;12;Tamponamento;76;107;0
2017;12;Urto con ostacolo;46;56;0
2017;12;Urto con veicolo in fermata o sosta;58;72;1
2018;1;Altre cause;4;4;0
2018;1;Fuoriuscita, sbandamento;88;92;1
2018;1;Investimento pedone;124;144;4
2018;1;Scontro frontale;17;23;0
2018;1;Scontro frontale - laterale;194;296;3
2018;1;Scontro laterale;69;80;0
2018;1;Tamponamento;44;73;0
2018;1;Urto con ostacolo;31;37;0
2018;1;Urto con veicolo in fermata o sosta;64;88;0
2018;2;Altre cause;9;9;0
2018;2;Fuoriuscita, sbandamento;72;76;0
2018;2;Investimento pedone;123;143;2
2018;2;Scontro frontale;9;14;0
2018;2;Scontro frontale - laterale;189;275;0
2018;2;Scontro laterale;44;51;0
2018;2;Tamponamento;72;110;0
2018;2;Urto con ostacolo;43;57;0
2018;2;Urto con veicolo in fermata o sosta;66;84;1
2018;3;Altre cause;2;2;0
2018;3;Fuoriuscita, sbandamento;70;75;0
2018;3;Investimento pedone;134;152;1
2018;3;Scontro frontale;9;11;0
2018;3;Scontro frontale - laterale;180;272;0
2018;3;Scontro laterale;69;77;0
2018;3;Tamponamento;79;116;0
2018;3;Urto con ostacolo;47;53;1
2018;3;Urto con veicolo in fermata o sosta;63;84;0
2018;4;Altre cause;7;8;0
2018;4;Fuoriuscita, sbandamento;66;72;0
2018;4;Investimento pedone;131;159;1
2018;4;Scontro frontale;10;19;0
2018;4;Scontro frontale - laterale;215;319;1
2018;4;Scontro laterale;54;61;0
2018;4;Tamponamento;80;136;0
2018;4;Urto con ostacolo;40;48;0
2018;4;Urto con veicolo in fermata o sosta;72;86;0
2018;5;Altre cause;10;16;0
2018;5;Fuoriuscita, sbandamento;88;95;0
2018;5;Investimento pedone;123;141;2
2018;5;Scontro frontale;18;26;0
2018;5;Scontro frontale - laterale;229;346;2
2018;5;Scontro laterale;89;101;0
2018;5;Tamponamento;98;141;0
2018;5;Urto con ostacolo;68;76;0
2018;5;Urto con veicolo in fermata o sosta;78;94;0
2018;6;Altre cause;6;6;0
2018;6;Fuoriuscita, sbandamento;95;100;0
2018;6;Investimento pedone;105;121;2
2018;6;Scontro frontale;8;11;0
2018;6;Scontro frontale - laterale;261;349;0
2018;6;Scontro laterale;102;118;0
2018;6;Tamponamento;96;139;0
2018;6;Urto con ostacolo;49;54;0
2018;6;Urto con veicolo in fermata o sosta;72;91;0
2018;7;Altre cause;3;4;0
2018;7;Fuoriuscita, sbandamento;78;90;0
2018;7;Investimento pedone;71;86;2
2018;7;Scontro frontale;16;28;0
2018;7;Scontro frontale - laterale;221;338;0
2018;7;Scontro laterale;88;110;0
2018;7;Tamponamento;80;134;0
2018;7;Urto con ostacolo;36;50;0
2018;7;Urto con veicolo in fermata o sosta;74;89;0
2018;8;Altre cause;2;2;0
2018;8;Fuoriuscita, sbandamento;52;61;0
2018;8;Investimento pedone;47;54;1
2018;8;Scontro frontale;5;8;0
2018;8;Scontro frontale - laterale;137;197;1
2018;8;Scontro laterale;35;37;0
2018;8;Tamponamento;36;46;0
2018;8;Urto con ostacolo;32;45;0
2018;8;Urto con veicolo in fermata o sosta;23;25;0
2018;9;Altre cause;7;9;0
2018;9;Fuoriuscita, sbandamento;96;103;0
2018;9;Investimento pedone;104;120;3
2018;9;Scontro frontale;11;16;0
2018;9;Scontro frontale - laterale;245;353;4
2018;9;Scontro laterale;75;89;0
2018;9;Tamponamento;97;147;0
2018;9;Urto con ostacolo;43;60;0
2018;9;Urto con veicolo in fermata o sosta;80;94;0
2018;10;Altre cause;4;4;0
2018;10;Fuoriuscita, sbandamento;104;113;1
2018;10;Investimento pedone;164;188;3
2018;10;Scontro frontale;6;8;0
2018;10;Scontro frontale - laterale;255;353;2
2018;10;Scontro laterale;86;106;0
2018;10;Tamponamento;86;127;0
2018;10;Urto con ostacolo;47;52;1
2018;10;Urto con veicolo in fermata o sosta;85;108;0
2018;11;Altre cause;7;7;0
2018;11;Fuoriuscita, sbandamento;88;92;0
2018;11;Investimento pedone;149;170;2
2018;11;Scontro frontale;7;8;0
2018;11;Scontro frontale - laterale;239;316;1
2018;11;Scontro laterale;71;85;0
2018;11;Tamponamento;97;143;0
2018;11;Urto con ostacolo;61;76;0
2018;11;Urto con veicolo in fermata o sosta;63;71;0
2018;12;Altre cause;4;4;0
2018;12;Fuoriuscita, sbandamento;68;74;0
2018;12;Investimento pedone;121;139;2
2018;12;Scontro frontale;7;14;0
2018;12;Scontro frontale - laterale;213;311;0
2018;12;Scontro laterale;67;75;0
2018;12;Tamponamento;63;97;1
2018;12;Urto con ostacolo;47;55;1
2018;12;Urto con veicolo in fermata o sosta;66;87;0
2019;1;Altre cause;6;6;0
2019;1;Fuoriuscita, sbandamento;80;85;0
2019;1;Investimento pedone;114;128;1
2019;1;Scontro frontale;10;23;0
2019;1;Scontro frontale - laterale;178;249;1
2019;1;Scontro laterale;48;55;0
2019;1;Tamponamento;80;114;0
2019;1;Urto con ostacolo;38;47;0
2019;1;Urto con veicolo in fermata o sosta;62;81;0
2019;2;Altre cause;9;12;0
2019;2;Fuoriuscita, sbandamento;63;68;0
2019;2;Investimento pedone;113;131;0
2019;2;Scontro frontale;10;17;0
2019;2;Scontro frontale - laterale;195;283;0
2019;2;Scontro laterale;59;75;0
2019;2;Tamponamento;62;90;0
2019;2;Urto con ostacolo;47;53;1
2019;2;Urto con veicolo in fermata o sosta;50;60;0
2019;3;Altre cause;9;9;0
2019;3;Fuoriuscita, sbandamento;82;89;1
2019;3;Investimento pedone;140;165;0
2019;3;Scontro frontale;14;22;0
2019;3;Scontro frontale - laterale;245;336;1
2019;3;Scontro laterale;76;83;0
2019;3;Tamponamento;88;115;0
2019;3;Urto con ostacolo;40;43;0
2019;3;Urto con veicolo in fermata o sosta;81;103;0
2019;4;Altre cause;5;5;0
2019;4;Fuoriuscita, sbandamento;76;82;0
2019;4;Investimento pedone;97;108;3
2019;4;Scontro frontale;21;26;0
2019;4;Scontro frontale - laterale;250;356;1
2019;4;Scontro laterale;85;101;0
2019;4;Tamponamento;57;94;0
2019;4;Urto con ostacolo;52;63;0
2019;4;Urto con veicolo in fermata o sosta;59;73;0
2019;5;Altre cause;4;4;0
2019;5;Fuoriuscita, sbandamento;91;97;0
2019;5;Investimento pedone;113;128;2
2019;5;Scontro frontale;16;19;0
2019;5;Scontro frontale - laterale;237;359;0
2019;5;Scontro laterale;102;123;0
2019;5;Tamponamento;86;123;0
2019;5;Urto con ostacolo;47;52;1
2019;5;Urto con veicolo in fermata o sosta;69;85;0
2019;6;Altre cause;3;3;0
2019;6;Fuoriuscita, sbandamento;79;90;1
2019;6;Investimento pedone;90;111;0
2019;6;Scontro frontale;8;12;0
2019;6;Scontro frontale - laterale;238;346;2
2019;6;Scontro laterale;94;118;0
2019;6;Tamponamento;95;146;0
2019;6;Urto con ostacolo;40;48;0
2019;6;Urto con veicolo in fermata o sosta;62;72;0
2019;7;Altre cause;5;5;0
2019;7;Fuoriuscita, sbandamento;95;103;0
2019;7;Investimento pedone;86;96;2
2019;7;Scontro frontale;11;14;0
2019;7;Scontro frontale - laterale;231;337;1
2019;7;Scontro laterale;86;107;0
2019;7;Tamponamento;67;91;0
2019;7;Urto con ostacolo;49;57;2
2019;7;Urto con veicolo in fermata o sosta;73;99;0
2019;8;Altre cause;6;6;0
2019;8;Fuoriuscita, sbandamento;48;52;0
2019;8;Investimento pedone;44;49;1
2019;8;Scontro frontale;8;12;0
2019;8;Scontro frontale - laterale;120;161;0
2019;8;Scontro laterale;36;42;0
2019;8;Tamponamento;38;65;0
2019;8;Urto con ostacolo;30;33;1
2019;8;Urto con veicolo in fermata o sosta;33;39;0
2019;9;Altre cause;2;2;0
2019;9;Fuoriuscita, sbandamento;85;99;0
2019;9;Investimento pedone;106;131;0
2019;9;Scontro frontale;11;15;0
2019;9;Scontro frontale - laterale;225;308;0
2019;9;Scontro laterale;73;91;0
2019;9;Tamponamento;79;119;0
2019;9;Urto con ostacolo;37;44;0
2019;9;Urto con veicolo in fermata o sosta;72;99;0
2019;10;Altre cause;2;2;0
2019;10;Fuoriuscita, sbandamento;107;112;0
2019;10;Investimento pedone;136;165;1
2019;10;Scontro frontale;16;28;0
2019;10;Scontro frontale - laterale;252;361;1
2019;10;Scontro laterale;82;92;0
2019;10;Tamponamento;75;110;0
2019;10;Urto con ostacolo;60;67;0
2019;10;Urto con veicolo in fermata o sosta;71;93;0
2019;11;Altre cause;5;5;0
2019;11;Fuoriuscita, sbandamento;94;96;0
2019;11;Investimento pedone;190;221;1
2019;11;Scontro frontale;8;8;0
2019;11;Scontro frontale - laterale;198;287;3
2019;11;Scontro laterale;70;80;0
2019;11;Tamponamento;65;98;0
2019;11;Urto con ostacolo;61;72;1
2019;11;Urto con veicolo in fermata o sosta;62;72;0
2019;12;Altre cause;8;8;0
2019;12;Fuoriuscita, sbandamento;74;76;0
2019;12;Investimento pedone;126;139;1
2019;12;Scontro frontale;15;25;0
2019;12;Scontro frontale - laterale;188;297;2
2019;12;Scontro laterale;56;71;0
2019;12;Tamponamento;53;78;0
2019;12;Urto con ostacolo;62;75;0
2019;12;Urto con veicolo in fermata o sosta;51;75;0
2020;1;Altre cause;6;7;0
2020;1;Fuoriuscita, sbandamento;63;68;0
2020;1;Investimento pedone;115;122;2
2020;1;Scontro frontale;8;9;0
2020;1;Scontro frontale - laterale;163;224;0
2020;1;Scontro laterale;37;43;0
2020;1;Tamponamento;55;94;0
2020;1;Urto con ostacolo;44;52;1
2020;1;Urto con veicolo in fermata o sosta;44;59;1
2020;2;Altre cause;2;2;0
2020;2;Fuoriuscita, sbandamento;64;69;0
2020;2;Investimento pedone;103;121;2
2020;2;Scontro frontale;10;11;0
2020;2;Scontro frontale - laterale;174;239;2
2020;2;Scontro laterale;52;59;0
2020;2;Tamponamento;47;66;0
2020;2;Urto con ostacolo;29;32;0
2020;2;Urto con veicolo in fermata o sosta;51;61;0
2020;3;Altre cause;5;4;1
2020;3;Fuoriuscita, sbandamento;17;18;1
2020;3;Investimento pedone;25;26;0
2020;3;Scontro frontale;8;10;0
2020;3;Scontro frontale - laterale;60;81;1
2020;3;Scontro laterale;23;27;0
2020;3;Tamponamento;23;42;0
2020;3;Urto con ostacolo;14;15;0
2020;3;Urto con veicolo in fermata o sosta;24;33;0
2020;4;Fuoriuscita, sbandamento;14;14;0
2020;4;Investimento pedone;8;9;0
2020;4;Scontro frontale;3;3;0
2020;4;Scontro frontale - laterale;35;44;0
2020;4;Scontro laterale;4;5;0
2020;4;Tamponamento;10;14;0
2020;4;Urto con ostacolo;6;8;0
2020;4;Urto con veicolo in fermata o sosta;7;10;0
2020;5;Fuoriuscita, sbandamento;58;66;0
2020;5;Investimento pedone;33;36;0
2020;5;Scontro frontale;10;18;0
2020;5;Scontro frontale - laterale;97;131;0
2020;5;Scontro laterale;41;45;1
2020;5;Tamponamento;24;36;1
2020;5;Urto con ostacolo;33;33;0
2020;5;Urto con veicolo in fermata o sosta;42;48;0
2020;6;Altre cause;1;1;0
2020;6;Fuoriuscita, sbandamento;70;73;1
2020;6;Investimento pedone;54;61;2
2020;6;Scontro frontale;7;11;0
2020;6;Scontro frontale - laterale;178;218;0
2020;6;Scontro laterale;67;81;0
2020;6;Tamponamento;39;50;0
2020;6;Urto con ostacolo;47;54;0
2020;6;Urto con veicolo in fermata o sosta;50;59;0
2020;7;Altre cause;1;1;0
2020;7;Fuoriuscita, sbandamento;97;106;0
2020;7;Investimento pedone;62;69;1
2020;7;Scontro frontale;9;11;0
2020;7;Scontro frontale - laterale;189;262;1
2020;7;Scontro laterale;57;63;0
2020;7;Tamponamento;45;58;0
2020;7;Urto con ostacolo;57;68;0
2020;7;Urto con veicolo in fermata o sosta;64;78;0
2020;8;Altre cause;2;5;0
2020;8;Fuoriuscita, sbandamento;45;46;0
2020;8;Investimento pedone;27;29;1
2020;8;Scontro frontale;6;7;0
2020;8;Scontro frontale - laterale;127;195;0
2020;8;Scontro laterale;38;42;0
2020;8;Tamponamento;32;45;0
2020;8;Urto con ostacolo;34;40;0
2020;8;Urto con veicolo in fermata o sosta;46;55;0
2020;9;Altre cause;6;6;0
2020;9;Fuoriuscita, sbandamento;98;103;0
2020;9;Investimento pedone;85;100;1
2020;9;Scontro frontale;9;11;0
2020;9;Scontro frontale - laterale;223;311;0
2020;9;Scontro laterale;82;98;0
2020;9;Tamponamento;71;104;0
2020;9;Urto con ostacolo;63;66;0
2020;9;Urto con veicolo in fermata o sosta;50;61;0
2020;10;Altre cause;2;2;0
2020;10;Fuoriuscita, sbandamento;113;123;0
2020;10;Investimento pedone;89;106;0
2020;10;Scontro frontale;8;11;0
2020;10;Scontro frontale - laterale;204;268;0
2020;10;Scontro laterale;47;50;0
2020;10;Tamponamento;75;110;0
2020;10;Urto con ostacolo;62;61;2
2020;10;Urto con veicolo in fermata o sosta;51;57;1
2020;11;Altre cause;3;3;0
2020;11;Fuoriuscita, sbandamento;50;51;0
2020;11;Investimento pedone;44;50;1
2020;11;Scontro frontale;6;9;0
2020;11;Scontro frontale - laterale;119;160;0
2020;11;Scontro laterale;48;50;0
2020;11;Tamponamento;35;48;0
2020;11;Urto con ostacolo;25;27;0
2020;11;Urto con veicolo in fermata o sosta;32;38;0
2020;12;Altre cause;2;2;0
2020;12;Fuoriuscita, sbandamento;63;67;0
2020;12;Investimento pedone;95;103;4
2020;12;Scontro frontale;8;9;0
2020;12;Scontro frontale - laterale;108;146;1
2020;12;Scontro laterale;35;41;0
2020;12;Tamponamento;41;59;0
2020;12;Urto con ostacolo;35;39;0
2020;12;Urto con veicolo in fermata o sosta;25;29;0
2021;1;Altre cause;2;2;0
2021;1;Fuoriuscita, sbandamento;42;43;1
2021;1;Investimento pedone;72;78;0
2021;1;Scontro frontale;7;10;0
2021;1;Scontro frontale-laterale;115;154;0
2021;1;Scontro laterale;32;41;0
2021;1;Tamponamento;29;38;0
2021;1;Urto con ostacolo;24;25;0
2021;1;Urto con veicolo in fermata o sosta;30;39;0
2021;2;Altre cause;4;4;0
2021;2;Fuoriuscita, sbandamento;52;56;0
2021;2;Investimento pedone;59;66;0
2021;2;Scontro frontale;6;6;0
2021;2;Scontro frontale-laterale;144;198;0
2021;2;Scontro laterale;58;71;0
2021;2;Tamponamento;52;73;0
2021;2;Urto con ostacolo;38;41;0
2021;2;Urto con veicolo in fermata o sosta;50;56;0
2021;3;Altre cause;2;2;0
2021;3;Fuoriuscita, sbandamento;68;68;1
2021;3;Investimento pedone;61;67;2
2021;3;Scontro frontale;2;2;0
2021;3;Scontro frontale-laterale;155;208;0
2021;3;Scontro laterale;54;59;0
2021;3;Tamponamento;50;68;0
2021;3;Urto con ostacolo;31;33;0
2021;3;Urto con veicolo in fermata o sosta;60;69;0
2021;4;Altre cause;2;2;0
2021;4;Fuoriuscita, sbandamento;78;81;0
2021;4;Investimento pedone;68;75;0
2021;4;Scontro frontale;12;18;0
2021;4;Scontro frontale-laterale;172;214;0
2021;4;Scontro laterale;60;71;0
2021;4;Tamponamento;60;84;0
2021;4;Urto con ostacolo;33;36;0
2021;4;Urto con veicolo in fermata o sosta;44;52;0
2021;5;Altre cause;7;7;0
2021;5;Fuoriuscita, sbandamento;104;106;0
2021;5;Investimento pedone;84;92;1
2021;5;Scontro frontale;11;14;0
2021;5;Scontro frontale-laterale;247;322;2
2021;5;Scontro laterale;79;98;0
2021;5;Tamponamento;71;102;0
2021;5;Urto con ostacolo;63;70;2
2021;5;Urto con veicolo in fermata o sosta;67;75;1
2021;6;Altre cause;4;4;0
2021;6;Fuoriuscita, sbandamento;111;117;0
2021;6;Investimento pedone;74;86;0
2021;6;Scontro frontale;18;26;0
2021;6;Scontro frontale-laterale;238;308;1
2021;6;Scontro laterale;106;123;0
2021;6;Tamponamento;59;80;0
2021;6;Urto con ostacolo;86;93;1
2021;6;Urto con veicolo in fermata o sosta;65;73;0
2021;7;Altre cause;6;10;0
2021;7;Fuoriuscita, sbandamento;94;108;0
2021;7;Investimento pedone;72;85;0
2021;7;Scontro frontale;19;29;0
2021;7;Scontro frontale-laterale;214;299;1
2021;7;Scontro laterale;81;93;0
2021;7;Tamponamento;75;105;0
2021;7;Urto con ostacolo;55;59;0
2021;7;Urto con veicolo in fermata o sosta;64;69;0
2021;8;Altre cause;3;3;0
2021;8;Fuoriuscita, sbandamento;75;79;0
2021;8;Investimento pedone;36;42;1
2021;8;Scontro frontale;11;15;0
2021;8;Scontro frontale-laterale;148;224;0
2021;8;Scontro laterale;38;45;1
2021;8;Tamponamento;35;48;0
2021;8;Urto con ostacolo;32;34;1
2021;8;Urto con veicolo in fermata o sosta;32;36;0
2021;9;Altre cause;2;3;0
2021;9;Fuoriuscita, sbandamento;126;131;1
2021;9;Investimento pedone;88;105;1
2021;9;Scontro frontale;15;21;0
2021;9;Scontro frontale-laterale;268;400;0
2021;9;Scontro laterale;70;84;0
2021;9;Tamponamento;62;90;0
2021;9;Urto con ostacolo;64;77;2
2021;9;Urto con veicolo in fermata o sosta;66;77;0
2021;10;Altre cause;4;4;0
2021;10;Fuoriuscita, sbandamento;130;137;2
2021;10;Investimento pedone;92;107;1
2021;10;Scontro frontale;13;18;0
2021;10;Scontro frontale-laterale;311;418;2
2021;10;Scontro laterale;77;88;0
2021;10;Tamponamento;59;84;0
2021;10;Urto con ostacolo;76;94;1
2021;10;Urto con veicolo in fermata o sosta;66;86;0
2021;11;Altre cause;5;8;0
2021;11;Fuoriuscita, sbandamento;81;87;0
2021;11;Investimento pedone;128;149;2
2021;11;Scontro frontale;16;25;1
2021;11;Scontro frontale-laterale;244;320;1
2021;11;Scontro laterale;60;68;0
2021;11;Tamponamento;58;79;0
2021;11;Urto con ostacolo;63;78;0
2021;11;Urto con veicolo in fermata o sosta;65;87;0
2021;12;Altre cause;3;3;0
2021;12;Fuoriuscita, sbandamento;97;105;0
2021;12;Investimento pedone;94;103;1
2021;12;Scontro frontale;10;11;0
2021;12;Scontro frontale-laterale;186;264;0
2021;12;Scontro laterale;45;53;0
2021;12;Tamponamento;38;46;0
2021;12;Urto con ostacolo;53;62;0
2021;12;Urto con veicolo in fermata o sosta;39;57;0
2022;1;Altre cause;1;1;0
2022;1;Fuoriuscita, sbandamento;64;70;0
2022;1;Investimento pedone;77;89;2
2022;1;Scontro frontale;9;13;0
2022;1;Scontro frontale-laterale;189;282;1
2022;1;Scontro laterale;50;53;0
2022;1;Tamponamento;63;97;0
2022;1;Urto con ostacolo;39;43;0
2022;1;Urto con veicolo in fermata o sosta;29;33;0
2022;2;Altre cause;1;1;0
2022;2;Fuoriuscita, sbandamento;84;87;0
2022;2;Investimento pedone;80;93;0
2022;2;Scontro frontale;8;11;0
2022;2;Scontro frontale-laterale;176;236;0
2022;2;Scontro laterale;64;70;0
2022;2;Tamponamento;45;61;0
2022;2;Urto con ostacolo;54;66;0
2022;2;Urto con veicolo in fermata o sosta;50;62;0
2022;3;Altre cause;4;4;0
2022;3;Fuoriuscita, sbandamento;83;85;1
2022;3;Investimento pedone;77;85;2
2022;3;Scontro frontale;9;15;0
2022;3;Scontro frontale-laterale;227;311;2
2022;3;Scontro laterale;83;95;0
2022;3;Tamponamento;39;48;0
2022;3;Urto con ostacolo;34;37;0
2022;3;Urto con veicolo in fermata o sosta;59;75;1
2022;4;Altre cause;3;3;0
2022;4;Fuoriuscita, sbandamento;97;101;0
2022;4;Investimento pedone;85;98;1
2022;4;Scontro frontale;11;17;0
2022;4;Scontro frontale-laterale;229;325;1
2022;4;Scontro laterale;66;79;0
2022;4;Tamponamento;55;77;0
2022;4;Urto con ostacolo;47;54;0
2022;4;Urto con veicolo in fermata o sosta;55;61;0
2022;5;Altre cause;3;3;0
2022;5;Fuoriuscita, sbandamento;123;131;0
2022;5;Investimento pedone;111;125;2
